PLAYER,SALARY,SEASON,TEAM,AGE,GP,W,L,PTS,3PM,REB,AST,TOV,STL,BLK,+/-,OFFRTG,DEFRTG,NETRTG,SALARY_CAP
Matthew Dellavedova,1347276.0,2014,CLE,24.0,67.0,43.0,24.0,4.8,1.0,1.9,3.0,0.9,0.4,0.0,0.6,104.7,103.0,1.7,70000000
Alonzo Gee,1320000.0,2014,POR,28.0,54.0,21.0,33.0,4.5,0.2,1.7,0.5,0.6,0.6,0.1,-1.9,99.9,106.1,-6.1,70000000
Shabazz Napier,1294440.0,2014,MIA,23.0,51.0,24.0,27.0,5.1,0.8,2.2,2.5,1.6,0.8,0.1,-0.6,99.7,101.9,-2.2,70000000
Luc Mbah a Moute,1270964.0,2014,PHI,28.0,67.0,16.0,51.0,9.9,0.9,4.9,1.6,1.5,1.2,0.3,-5.4,91.8,101.3,-9.5,70000000
Brandon Rush,1270964.0,2014,GSW,29.0,33.0,27.0,6.0,0.9,0.1,1.2,0.4,0.3,0.2,0.4,-3.8,91.6,113.5,-21.9,70000000
Cartier Martin,1270964.0,2014,DET,30.0,23.0,7.0,16.0,1.6,0.3,0.9,0.5,0.2,0.1,0.0,0.9,101.0,95.7,5.4,70000000
Reggie Bullock,1252400.0,2014,PHX,24.0,36.0,19.0,17.0,1.9,0.4,1.4,0.2,0.2,0.3,0.1,-0.1,95.3,94.9,0.4,70000000
Clint Capela,1242720.0,2014,HOU,21.0,12.0,8.0,4.0,2.7,0.0,3.0,0.2,0.4,0.1,0.8,0.7,97.4,92.4,5.0,70000000
Andre Roberson,1210800.0,2014,OKC,23.0,67.0,41.0,26.0,3.4,0.3,3.8,1.0,0.7,0.8,0.4,1.6,105.9,100.3,5.6,70000000
PJ Hairston,1201440.0,2014,CHA,22.0,45.0,19.0,26.0,5.6,1.1,2.0,0.5,0.5,0.5,0.3,-2.3,97.5,105.7,-8.1,70000000
Jeremy Evans,1185784.0,2014,UTA,27.0,38.0,19.0,19.0,2.4,0.1,1.9,0.3,0.1,0.3,0.3,0.8,100.8,93.5,7.2,70000000
Tyler Hansbrough,1185784.0,2014,TOR,29.0,74.0,45.0,29.0,3.6,0.0,3.6,0.3,0.3,0.4,0.2,2.6,112.6,102.3,10.3,70000000
Rudy Gobert,1175880.0,2014,UTA,23.0,82.0,38.0,44.0,8.4,0.0,9.5,1.3,1.4,0.8,2.3,0.1,99.9,99.4,0.5,70000000
Archie Goodwin,1160160.0,2014,PHX,20.0,41.0,16.0,25.0,5.6,0.3,1.8,1.1,1.2,0.4,0.2,-4.0,91.7,106.3,-14.7,70000000
Chris Copeland,1150000.0,2014,IND,31.0,50.0,19.0,31.0,6.2,1.0,2.2,1.0,1.2,0.2,0.2,-0.6,100.4,103.1,-2.6,70000000
Damjan Rudez,1149500.0,2014,IND,29.0,68.0,28.0,40.0,4.8,1.0,0.7,0.8,0.7,0.2,0.1,0.5,100.1,100.0,0.1,70000000
Kyle Anderson,1142880.0,2014,SAS,21.0,33.0,22.0,11.0,2.2,0.1,2.2,0.8,0.3,0.5,0.2,-1.1,100.1,105.5,-5.3,70000000
JaKarr Sampson,1103547.0,2014,PHI,22.0,74.0,17.0,57.0,5.2,0.4,2.2,1.0,1.0,0.5,0.4,-4.5,91.8,104.0,-12.2,70000000
Garrett Temple,1100602.0,2014,WAS,29.0,52.0,28.0,24.0,3.9,0.6,1.7,1.1,0.7,0.8,0.2,-0.9,96.3,98.0,-1.7,70000000
Luke Babbitt,1100602.0,2014,NOP,26.0,63.0,34.0,29.0,4.1,0.9,1.8,0.4,0.4,0.3,0.2,-1.6,101.3,107.5,-6.2,70000000
Wesley Johnson,1100602.0,2014,LAL,27.0,76.0,20.0,56.0,9.9,1.2,4.2,1.6,1.1,0.8,0.6,-4.1,102.6,109.3,-6.7,70000000
Cole Aldrich,1100602.0,2014,NYK,26.0,61.0,11.0,50.0,5.5,0.0,5.5,1.2,1.0,0.6,1.1,-4.5,91.6,105.1,-13.5,70000000
Glenn Robinson III,1100000.0,2014,PHI,21.0,35.0,2.0,33.0,2.1,0.1,1.1,0.3,0.3,0.2,0.0,0.8,106.7,100.4,6.3,70000000
Ray McCallum,1076758.0,2014,SAC,24.0,68.0,22.0,46.0,7.4,0.5,2.6,2.8,1.3,0.7,0.2,-3.5,101.5,109.6,-8.1,70000000
Jared Cunningham,1039074.0,2014,LAC,24.0,19.0,12.0,7.0,1.8,0.2,0.5,0.5,0.4,0.2,0.0,-0.3,96.3,96.4,-0.1,70000000
Jon Leuer,1035000.0,2014,MEM,26.0,63.0,45.0,18.0,4.5,0.1,3.3,0.7,0.6,0.3,0.1,-0.4,96.3,97.4,-1.1,70000000
Joey Dorsey,1015421.0,2014,HOU,31.0,69.0,48.0,21.0,2.7,0.0,4.0,0.4,0.6,0.6,0.4,0.2,103.5,101.8,1.7,70000000
E'Twaun Moore,1015421.0,2014,CHI,26.0,56.0,36.0,20.0,2.7,0.2,0.8,0.6,0.3,0.4,0.1,-0.5,100.7,102.0,-1.3,70000000
Donald Sloan,1015421.0,2014,IND,27.0,53.0,22.0,31.0,7.4,0.8,2.7,3.6,1.2,0.4,0.0,-1.6,97.3,101.5,-4.2,70000000
Phil Pressey,1014142.0,2014,BOS,24.0,50.0,22.0,28.0,3.5,0.3,1.6,2.3,0.8,0.6,0.1,0.0,98.1,97.2,0.9,70000000
Robert Covington,1000000.0,2014,PHI,24.0,70.0,18.0,52.0,13.5,2.4,4.5,1.5,1.8,1.4,0.4,-2.1,97.1,100.8,-3.7,70000000
Tim Frazier,989216.0,2014,POR,24.0,11.0,3.0,8.0,5.2,0.5,2.5,5.5,2.3,0.7,0.0,-0.5,98.6,100.8,-2.2,70000000
Robert Sacre,981358.0,2014,LAL,26.0,67.0,19.0,48.0,4.6,0.0,3.5,0.8,0.5,0.4,0.6,-1.0,100.2,103.0,-2.8,70000000
John Jenkins,981349.0,2014,ATL,24.0,24.0,13.0,11.0,5.6,0.9,1.6,0.5,0.3,0.4,0.0,-1.0,94.4,97.9,-3.5,70000000
Quincy Acy,981348.0,2014,NYK,24.0,68.0,12.0,56.0,5.9,0.3,4.4,1.0,0.9,0.4,0.3,-3.1,94.6,101.9,-7.3,70000000
Hassan Whiteside,981348.0,2014,MIA,26.0,48.0,18.0,30.0,11.8,0.0,10.0,0.1,1.2,0.6,2.6,-1.2,104.7,106.8,-2.1,70000000
Thomas Robinson,981348.0,2014,PHI,24.0,54.0,26.0,28.0,5.7,0.0,5.6,0.6,1.1,0.6,0.4,0.2,99.7,99.3,0.4,70000000
Jeff Withey,947276.0,2014,NOP,25.0,37.0,17.0,20.0,2.6,0.0,1.7,0.3,0.3,0.1,0.5,-1.1,101.4,108.5,-7.1,70000000
Seth Curry,947276.0,2014,PHX,24.0,2.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,-2.0,75.0,100.0,-25.0,70000000
Allen Crabbe,947276.0,2014,POR,23.0,51.0,36.0,15.0,3.3,0.6,1.4,0.8,0.3,0.4,0.3,-0.5,98.9,100.9,-2.0,70000000
Hollis Thompson,947276.0,2014,PHI,24.0,71.0,13.0,58.0,8.8,1.6,2.8,1.2,0.9,0.8,0.4,-4.8,93.7,103.3,-9.6,70000000
Isaiah Canaan,947276.0,2014,PHI,24.0,47.0,24.0,23.0,9.2,1.9,1.9,2.1,1.3,0.6,0.1,-1.3,97.1,100.8,-3.7,70000000
Dewayne Dedmon,947276.0,2014,ORL,25.0,59.0,17.0,42.0,3.7,0.0,5.0,0.2,0.9,0.3,0.8,-0.4,97.0,97.6,-0.6,70000000
Ian Clark,947276.0,2014,DEN,24.0,30.0,9.0,21.0,1.9,0.3,0.5,0.4,0.3,0.3,0.1,-1.4,96.4,105.3,-9.0,70000000
Gal Mekel,947276.0,2014,DAL,27.0,4.0,2.0,2.0,1.5,0.0,0.3,3.3,0.5,0.5,0.0,0.5,101.2,98.8,2.4,70000000
Justin Holiday,947276.0,2014,GSW,26.0,59.0,49.0,10.0,4.3,0.6,1.2,0.8,0.5,0.7,0.2,-0.2,99.1,99.4,-0.4,70000000
Troy Daniels,947276.0,2014,CHA,23.0,47.0,15.0,32.0,3.7,0.9,0.7,0.5,0.4,0.1,0.0,-1.8,94.3,105.1,-10.8,70000000
Mike Muscala,947276.0,2014,ATL,23.0,40.0,26.0,14.0,4.9,0.2,3.0,0.6,0.5,0.4,0.5,1.4,103.6,98.8,4.8,70000000
Elton Brand,890693.0,2014,ATL,36.0,36.0,25.0,11.0,2.7,0.0,2.8,0.6,0.5,0.5,0.7,0.1,102.0,100.8,1.2,70000000
Eric Moreland,845059.0,2014,SAC,23.0,3.0,0.0,3.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.3,140.0,85.7,54.3,70000000
Jerami Grant,845059.0,2014,PHI,21.0,65.0,18.0,47.0,6.3,0.8,3.0,1.2,1.3,0.6,1.0,-2.7,94.9,100.1,-5.2,70000000
Joe Harris,845059.0,2014,CLE,23.0,51.0,32.0,19.0,2.7,0.6,0.8,0.5,0.5,0.1,0.0,-2.0,100.8,111.6,-10.7,70000000
Devyn Marble,845059.0,2014,ORL,22.0,16.0,3.0,13.0,2.3,0.3,1.9,1.1,0.6,0.6,0.1,-1.0,100.9,102.0,-1.1,70000000
Langston Galloway,845059.0,2014,NYK,23.0,45.0,12.0,33.0,11.8,1.4,4.2,3.3,1.4,1.2,0.3,-6.0,97.3,106.6,-9.4,70000000
Cleanthony Early,845059.0,2014,NYK,24.0,39.0,6.0,33.0,5.4,0.6,2.5,0.9,1.0,0.6,0.3,-4.2,90.5,102.8,-12.3,70000000
Jarnell Stokes,845059.0,2014,MEM,21.0,19.0,12.0,7.0,3.0,0.0,1.8,0.2,0.4,0.3,0.3,0.8,95.4,87.5,7.9,70000000
Tyler Johnson,845059.0,2014,MIA,23.0,32.0,15.0,17.0,5.9,0.6,2.5,1.3,0.9,1.0,0.3,-2.0,96.8,101.5,-4.7,70000000
JaMychal Green,845059.0,2014,MEM,25.0,24.0,10.0,14.0,2.6,0.0,1.9,0.2,0.6,0.2,0.2,-1.0,95.3,101.2,-5.9,70000000
Russ Smith,845059.0,2014,MEM,24.0,12.0,7.0,5.0,2.5,0.2,0.5,0.7,1.0,0.3,0.0,1.8,94.3,78.7,15.6,70000000
Jordan Clarkson,845059.0,2014,LAL,23.0,59.0,11.0,48.0,11.9,0.6,3.2,3.5,1.6,0.9,0.2,-4.1,100.8,109.1,-8.3,70000000
Tarik Black,845059.0,2014,LAL,23.0,63.0,25.0,38.0,6.0,0.0,5.8,0.7,0.8,0.3,0.4,-1.3,101.5,105.3,-3.8,70000000
Shayne Whittington,845059.0,2014,IND,24.0,20.0,9.0,11.0,2.9,0.1,1.5,0.3,0.3,0.3,0.1,0.8,109.8,102.8,7.0,70000000
James Michael McAdoo,845059.0,2014,GSW,22.0,15.0,11.0,4.0,4.1,0.0,2.5,0.1,0.4,0.3,0.6,0.6,109.7,103.7,6.0,70000000
Spencer Dinwiddie,845059.0,2014,DET,22.0,34.0,12.0,22.0,4.3,0.4,1.4,3.1,1.0,0.6,0.2,-2.1,95.2,103.1,-7.9,70000000
Nick Johnson,845059.0,2014,HOU,22.0,28.0,18.0,10.0,2.6,0.2,1.4,0.4,0.7,0.3,0.1,-1.7,91.9,100.0,-8.1,70000000
Dwight Powell,845059.0,2014,DAL,23.0,29.0,11.0,18.0,3.1,0.1,1.7,0.3,0.4,0.3,0.2,0.0,104.1,103.0,1.1,70000000
Cameron Bairstow,845059.0,2014,CHI,24.0,18.0,12.0,6.0,0.6,0.0,0.4,0.1,0.2,0.1,0.1,-1.1,99.2,115.5,-16.3,70000000
Markel Brown,845059.0,2014,BKN,23.0,47.0,23.0,24.0,4.6,0.4,2.3,0.8,0.6,0.7,0.3,-0.5,104.8,106.4,-1.5,70000000
Kostas Papanikolaou,800320.0,2014,HOU,24.0,43.0,29.0,14.0,4.2,0.7,2.7,2.0,1.3,0.7,0.3,-0.9,99.1,102.1,-3.0,70000000
Jimmer Fredette,625167.0,2014,NOP,26.0,50.0,27.0,23.0,3.6,0.2,0.8,1.2,0.7,0.3,0.0,0.8,107.3,102.9,4.4,70000000
Ryan Hollins,615906.0,2014,SAC,30.0,46.0,13.0,33.0,3.0,0.0,2.2,0.3,0.5,0.1,0.4,-1.2,97.7,103.0,-5.3,70000000
Cory Jefferson,362878.0,2014,BKN,24.0,50.0,18.0,32.0,3.7,0.0,2.9,0.3,0.4,0.2,0.4,1.5,102.9,94.7,8.2,70000000
Elijah Millsap,352936.0,2014,UTA,27.0,47.0,25.0,22.0,5.3,0.6,3.2,1.2,1.4,1.2,0.3,1.2,100.0,96.1,3.9,70000000
Nazr Mohammed,352749.0,2014,CHI,37.0,23.0,13.0,10.0,1.2,0.0,1.7,0.1,0.3,0.2,0.2,0.4,100.0,95.7,4.3,70000000
Sean Kilpatrick,320594.0,2014,MIN,25.0,4.0,2.0,2.0,5.5,1.0,1.5,1.0,0.5,0.8,0.0,4.3,105.4,93.9,11.5,70000000
Michael Beasley,306526.0,2014,MIA,26.0,24.0,11.0,13.0,8.8,0.3,3.7,1.3,1.5,0.6,0.5,0.1,98.2,97.2,1.0,70000000
Jorge Gutierrez,300899.0,2014,MIL,26.0,20.0,10.0,10.0,2.7,0.0,1.3,1.1,0.6,0.3,0.0,-1.4,92.3,99.4,-7.1,70000000
Jeff Ayres,251890.0,2014,SAS,28.0,51.0,33.0,18.0,2.7,0.0,2.3,0.3,0.5,0.2,0.2,-1.1,98.6,106.9,-8.3,70000000
Lorenzo Brown,222888.0,2014,MIN,24.0,29.0,6.0,23.0,4.2,0.2,2.4,3.1,1.0,1.0,0.2,-3.2,104.3,111.5,-7.2,70000000
Erick Green,199418.0,2014,DEN,24.0,43.0,15.0,28.0,3.4,0.3,0.7,0.9,0.3,0.3,0.0,-1.9,96.7,105.9,-9.3,70000000
Greg Smith,197111.0,2014,DAL,24.0,42.0,27.0,15.0,1.9,0.0,1.9,0.2,0.3,0.2,0.3,-0.6,93.0,96.4,-3.4,70000000
Henry Sims,161633.0,2014,PHI,25.0,73.0,14.0,59.0,8.0,0.1,4.9,1.1,1.4,0.5,0.4,-4.5,90.7,102.9,-12.2,70000000
Jordan Hamilton,119461.0,2014,LAC,24.0,14.0,10.0,4.0,2.7,0.7,1.1,0.5,0.3,0.1,0.0,-2.1,97.2,107.0,-9.8,70000000
Bryce Cotton,99418.0,2014,UTA,22.0,15.0,9.0,6.0,5.3,0.5,1.2,1.0,0.8,0.3,0.0,0.0,98.8,100.6,-1.8,70000000
Chuck Hayes,70549.0,2014,TOR,32.0,29.0,17.0,12.0,1.7,0.0,1.8,0.7,0.3,0.3,0.1,1.3,113.3,104.5,8.8,70000000
Elliot Williams,57726.0,2014,PHI,26.0,13.0,6.0,7.0,2.8,0.6,0.6,0.9,0.3,0.3,0.0,0.6,101.7,96.2,5.5,70000000
Quincy Miller,50000.0,2014,DET,22.0,10.0,2.0,8.0,2.9,0.3,2.0,0.8,0.5,0.7,0.5,4.4,105.1,87.7,17.4,70000000
Nate Robinson,26456.0,2014,DEN,31.0,42.0,22.0,20.0,5.7,0.7,1.2,2.3,0.7,0.5,0.1,-3.0,93.6,103.7,-10.1,70000000
Dorell Wright,17637.0,2014,POR,29.0,48.0,28.0,20.0,4.6,0.9,2.3,0.9,0.4,0.4,0.2,1.6,105.6,100.1,5.5,70000000
LeBron James,30963450.0,2015,CLE,31.0,76.0,56.0,20.0,25.3,1.1,7.4,6.8,3.3,1.4,0.6,8.1,114.0,102.6,11.4,94143000
DeMar DeRozan,26540100.0,2015,TOR,26.0,78.0,53.0,25.0,23.5,0.6,4.5,4.0,2.2,1.0,0.3,2.2,108.8,106.0,2.8,94143000
Russell Westbrook,26540100.0,2015,OKC,27.0,80.0,55.0,25.0,23.5,1.3,7.8,10.4,4.3,2.0,0.3,7.9,114.8,103.5,11.3,94143000
Mike Conley,26540100.0,2015,MEM,28.0,56.0,33.0,23.0,15.3,1.4,2.9,6.1,1.5,1.2,0.3,1.2,105.7,104.5,1.2,94143000
James Harden,26540100.0,2015,HOU,26.0,82.0,41.0,41.0,29.0,2.9,6.1,7.5,4.6,1.7,0.6,1.5,108.6,106.9,1.6,94143000
Kevin Durant,26540100.0,2015,OKC,27.0,72.0,52.0,20.0,28.2,2.6,8.2,5.0,3.5,1.0,1.2,9.0,114.5,102.9,11.6,94143000
Al Horford,26540100.0,2015,ATL,30.0,82.0,48.0,34.0,15.2,1.1,7.3,3.2,1.3,0.8,1.5,2.8,102.9,98.7,4.2,94143000
Dirk Nowitzki,25000000.0,2015,DAL,38.0,75.0,38.0,37.0,18.3,1.7,6.5,1.8,1.1,0.7,0.7,3.4,106.8,102.7,4.2,94143000
Carmelo Anthony,24559380.0,2015,NYK,32.0,72.0,32.0,40.0,21.8,1.5,7.7,4.2,2.4,0.9,0.5,-0.6,106.5,107.4,-0.9,94143000
Damian Lillard,24328425.0,2015,POR,25.0,75.0,40.0,35.0,25.1,3.1,4.0,6.8,3.2,0.9,0.4,1.3,109.4,107.8,1.6,94143000
Chris Bosh,23741060.0,2015,MIA,32.0,53.0,29.0,24.0,19.1,1.5,7.4,2.4,1.5,0.7,0.6,0.5,101.5,101.0,0.5,94143000
Dwight Howard,23500000.0,2015,HOU,30.0,71.0,34.0,37.0,13.7,0.0,11.8,1.4,2.3,1.0,1.6,0.3,106.5,105.6,0.9,94143000
Dwyane Wade,23200000.0,2015,MIA,34.0,74.0,43.0,31.0,19.0,0.1,4.1,4.6,2.7,1.1,0.6,-0.1,105.1,105.5,-0.4,94143000
Chris Paul,22868827.0,2015,LAC,31.0,74.0,50.0,24.0,19.5,1.6,4.2,10.0,2.6,2.1,0.2,7.5,112.3,101.3,11.0,94143000
Bradley Beal,22116750.0,2015,WAS,23.0,55.0,28.0,27.0,17.4,1.9,3.4,2.9,2.0,1.0,0.2,-0.4,104.8,105.0,-0.2,94143000
Anthony Davis,22116750.0,2015,NOP,23.0,61.0,24.0,37.0,24.3,0.6,10.3,1.9,2.0,1.3,2.0,-3.3,103.7,107.8,-4.1,94143000
Hassan Whiteside,22116750.0,2015,MIA,27.0,73.0,42.0,31.0,14.2,0.0,11.8,0.4,1.9,0.6,3.7,1.2,105.5,103.5,1.9,94143000
Chandler Parsons,22116750.0,2015,DAL,27.0,61.0,29.0,32.0,13.7,1.7,4.7,2.8,1.6,0.8,0.3,0.0,105.3,105.0,0.3,94143000
Andre Drummond,22116750.0,2015,DET,22.0,81.0,43.0,38.0,16.2,0.0,14.8,0.8,1.9,1.5,1.4,1.6,105.9,103.6,2.4,94143000
Harrison Barnes,22116750.0,2015,GSW,24.0,66.0,59.0,7.0,11.7,1.2,4.9,1.8,0.9,0.6,0.2,6.8,112.0,101.8,10.2,94143000
Derrick Rose,21323252.0,2015,CHI,27.0,66.0,32.0,34.0,16.4,0.7,3.4,4.7,2.7,0.7,0.2,-2.5,103.1,106.9,-3.8,94143000
Marc Gasol,21165675.0,2015,MEM,31.0,52.0,30.0,22.0,16.6,0.0,7.0,3.8,2.3,1.0,1.3,0.2,104.1,103.9,0.1,94143000
DeAndre Jordan,21165675.0,2015,LAC,27.0,77.0,51.0,26.0,12.7,0.0,13.8,1.2,1.4,0.7,2.3,5.7,111.1,102.1,8.9,94143000
Kevin Love,21165675.0,2015,CLE,27.0,77.0,53.0,24.0,16.0,2.1,9.9,2.4,1.8,0.8,0.5,5.6,112.4,103.6,8.8,94143000
Brook Lopez,21165675.0,2015,BKN,28.0,73.0,21.0,52.0,20.6,0.0,7.8,2.0,2.4,0.8,1.7,-1.7,103.4,105.8,-2.4,94143000
Nicolas Batum,20869566.0,2015,CHA,27.0,70.0,41.0,29.0,14.9,2.0,6.1,5.8,2.9,0.9,0.6,3.0,107.5,103.5,4.0,94143000
LaMarcus Aldridge,20575005.0,2015,SAS,30.0,74.0,61.0,13.0,18.0,0.0,8.5,1.5,1.3,0.5,1.1,6.9,109.6,97.9,11.7,94143000
Blake Griffin,20093064.0,2015,LAC,27.0,35.0,22.0,13.0,21.4,0.2,8.4,4.9,2.4,0.8,0.5,5.1,108.6,101.3,7.3,94143000
Paul Millsap,20072033.0,2015,ATL,31.0,81.0,48.0,33.0,17.1,0.9,9.0,3.3,2.4,1.8,1.7,2.7,105.6,101.6,4.0,94143000
Ryan Anderson,18735364.0,2015,NOP,28.0,66.0,24.0,42.0,17.0,2.0,6.0,1.1,1.4,0.6,0.4,0.5,107.1,106.9,0.2,94143000
Allen Crabbe,18500000.0,2015,POR,24.0,81.0,43.0,38.0,10.3,1.4,2.7,1.2,0.8,0.8,0.2,0.5,106.5,105.5,1.0,94143000
Paul George,18100000.0,2015,IND,26.0,81.0,44.0,37.0,23.1,2.6,7.0,4.1,3.3,1.9,0.4,2.2,104.3,101.5,2.8,94143000
Luol Deng,18000000.0,2015,MIA,31.0,74.0,45.0,29.0,12.3,1.2,6.0,1.9,1.1,1.0,0.4,0.3,104.3,103.9,0.5,94143000
Kawhi Leonard,17638063.0,2015,SAS,25.0,72.0,60.0,12.0,21.2,1.8,6.8,2.6,1.5,1.8,1.0,9.1,110.0,95.9,14.1,94143000
Kyrie Irving,17638063.0,2015,CLE,24.0,53.0,37.0,16.0,19.6,1.6,3.0,4.7,2.3,1.1,0.3,3.9,111.6,105.8,5.8,94143000
Jimmy Butler,17552209.0,2015,CHI,26.0,67.0,37.0,30.0,20.9,1.0,5.3,4.8,2.0,1.6,0.6,-0.2,104.2,104.5,-0.3,94143000
Tobias Harris,17200000.0,2015,DET,23.0,76.0,37.0,39.0,14.7,1.1,6.7,2.2,1.4,0.9,0.5,0.2,104.8,104.3,0.5,94143000
Enes Kanter,17145838.0,2015,OKC,24.0,82.0,55.0,27.0,12.7,0.1,8.1,0.4,1.4,0.3,0.4,1.5,110.3,106.6,3.8,94143000
Greg Monroe,17145838.0,2015,MIL,26.0,79.0,32.0,47.0,15.3,0.0,8.8,2.3,1.6,0.9,0.8,-1.4,105.8,108.2,-2.4,94143000
Wesley Matthews,17145838.0,2015,DAL,29.0,78.0,40.0,38.0,12.5,2.4,3.1,1.9,1.0,1.0,0.2,1.3,108.0,106.0,2.0,94143000
Bismack Biyombo,17000000.0,2015,TOR,23.0,82.0,56.0,26.0,5.5,0.0,8.0,0.4,0.9,0.2,1.6,1.0,104.4,101.3,3.1,94143000
Evan Fournier,17000000.0,2015,ORL,23.0,79.0,33.0,46.0,15.4,2.0,2.8,2.7,1.7,1.2,0.0,-2.4,104.3,107.6,-3.3,94143000
Joakim Noah,17000000.0,2015,CHI,31.0,29.0,15.0,14.0,4.3,0.0,8.8,3.8,1.8,0.6,1.0,-1.2,98.8,99.9,-1.2,94143000
Klay Thompson,16663575.0,2015,GSW,26.0,80.0,71.0,9.0,22.1,3.5,3.8,2.1,1.7,0.8,0.6,10.5,116.0,101.3,14.6,94143000
Evan Turner,16393443.0,2015,BOS,27.0,81.0,47.0,34.0,10.5,0.2,4.9,4.4,2.1,1.0,0.3,1.2,102.5,100.5,2.0,94143000
Gordon Hayward,16073140.0,2015,UTA,26.0,80.0,38.0,42.0,19.7,1.8,5.0,3.7,2.5,1.2,0.3,1.2,105.2,103.6,1.6,94143000
Ian Mahinmi,16000000.0,2015,IND,29.0,71.0,41.0,30.0,9.3,0.0,7.1,1.5,1.4,0.9,1.1,1.6,102.9,99.3,3.6,94143000
Timofey Mozgov,16000000.0,2015,CLE,29.0,76.0,52.0,24.0,6.3,0.0,4.4,0.4,0.9,0.3,0.8,0.0,104.6,104.0,0.6,94143000
Goran Dragic,15891725.0,2015,MIA,30.0,72.0,44.0,28.0,14.1,0.9,3.8,5.8,2.6,1.0,0.2,2.8,106.1,102.5,3.6,94143000
John Wall,15756438.0,2015,WAS,25.0,77.0,37.0,40.0,19.9,1.5,4.9,10.2,4.1,1.9,0.8,1.3,105.8,104.1,1.7,94143000
DeMarcus Cousins,15756438.0,2015,SAC,25.0,65.0,29.0,36.0,26.9,1.1,11.5,3.3,3.8,1.6,1.4,0.6,106.3,104.9,1.3,94143000
Kent Bazemore,15730337.0,2015,ATL,26.0,75.0,44.0,31.0,11.6,1.5,5.1,2.3,1.8,1.3,0.5,1.0,102.8,100.6,2.3,94143000
Pau Gasol,15500000.0,2015,CHI,35.0,72.0,36.0,36.0,16.5,0.3,11.0,4.1,2.3,0.6,2.0,0.0,104.2,104.4,-0.2,94143000
Draymond Green,15330435.0,2015,GSW,26.0,81.0,73.0,8.0,14.0,1.2,9.5,7.4,3.2,1.5,1.4,13.2,117.0,99.1,18.0,94143000
Tristan Thompson,15330435.0,2015,CLE,25.0,82.0,57.0,25.0,7.8,0.0,9.0,0.8,0.7,0.5,0.6,4.4,111.0,102.2,8.7,94143000
Khris Middleton,15200000.0,2015,MIL,24.0,79.0,33.0,46.0,18.2,1.8,3.8,4.2,2.3,1.7,0.2,-0.4,105.6,106.4,-0.8,94143000
Danilo Gallinari,15050000.0,2015,DEN,27.0,53.0,22.0,31.0,19.5,1.6,5.3,2.5,1.5,0.8,0.4,-1.9,105.0,107.8,-2.8,94143000
Jeff Green,15000000.0,2015,LAC,29.0,80.0,48.0,32.0,11.7,0.8,4.2,1.7,1.2,0.7,0.5,-0.5,103.7,104.8,-1.0,94143000
Reggie Jackson,14956522.0,2015,DET,26.0,79.0,43.0,36.0,18.8,1.5,3.2,6.2,2.8,0.7,0.1,1.7,107.3,104.8,2.5,94143000
Deron Williams,14885520.0,2015,DAL,32.0,65.0,31.0,34.0,14.1,1.5,2.9,5.8,2.3,0.9,0.2,0.0,104.9,104.8,0.1,94143000
Tony Parker,14445313.0,2015,SAS,34.0,72.0,59.0,13.0,11.9,0.4,2.4,5.3,1.8,0.8,0.2,5.7,107.8,97.1,10.7,94143000
Jonas Valanciunas,14382023.0,2015,TOR,24.0,60.0,40.0,20.0,12.8,0.0,9.1,0.7,1.4,0.4,1.3,2.5,110.8,107.1,3.7,94143000
DeMarre Carroll,14200000.0,2015,TOR,29.0,26.0,16.0,10.0,11.0,1.8,4.7,1.0,1.1,1.7,0.2,1.7,105.7,103.1,2.6,94143000
Manu Ginobili,14000000.0,2015,SAS,38.0,58.0,47.0,11.0,9.6,1.2,2.5,3.1,1.7,1.1,0.2,5.7,107.8,93.1,14.6,94143000
Eric Bledsoe,14000000.0,2015,PHX,26.0,31.0,12.0,19.0,20.4,1.5,4.0,6.1,3.5,2.0,0.6,-1.6,103.1,104.8,-1.7,94143000
Rajon Rondo,14000000.0,2015,SAC,30.0,72.0,29.0,43.0,11.9,0.9,6.0,11.7,3.9,2.0,0.1,-2.1,104.9,107.7,-2.8,94143000
Ricky Rubio,13400000.0,2015,MIN,25.0,76.0,28.0,48.0,10.1,0.8,4.3,8.7,2.5,2.1,0.1,0.2,107.5,107.0,0.5,94143000
Rudy Gay,13333333.0,2015,SAC,29.0,70.0,29.0,41.0,17.2,1.1,6.5,1.7,2.0,1.4,0.7,-1.2,105.5,107.0,-1.5,94143000
Jamal Crawford,13253012.0,2015,LAC,36.0,79.0,51.0,28.0,14.2,1.5,1.8,2.3,1.4,0.7,0.2,2.1,104.8,102.8,2.0,94143000
Robin Lopez,13219250.0,2015,NYK,28.0,82.0,32.0,50.0,10.3,0.0,7.3,1.4,1.6,0.2,1.6,-1.2,104.3,106.5,-2.2,94143000
Michael Kidd-Gilchrist,13000000.0,2015,CHA,22.0,7.0,5.0,2.0,12.7,0.4,6.4,1.3,1.1,0.4,0.4,8.3,110.5,96.6,13.9,94143000
JR Smith,12800000.0,2015,CLE,30.0,77.0,53.0,24.0,12.4,2.6,2.8,1.7,0.8,1.1,0.3,4.0,112.2,105.6,6.5,94143000
